,Rank,Title,Studio,Total Gross,Theaters,Opening,Opening Theaters,Year,link
0,40,Universal Soldier,TriS,"$36,299,898","1,925","$10,057,084","1,916",1992,/movies/?id=universalsoldier.htm
0,41,Honeymoon in Vegas,Col.,"$35,208,854","1,765","$7,318,157","1,637",1992,/movies/?id=honeymooninvegas.htm
0,42,The Lawnmower Man,NL,"$32,100,816","1,318","$7,751,971","1,276",1992,/movies/?id=lawnmowerman.htm
0,43,Sleepwalkers,Col.,"$30,524,763","1,914","$10,017,354","1,864",1992,/movies/?id=sleepwalkers.htm
0,44,3 Ninjas,BV,"$29,000,301","1,954","$5,888,920","1,912",1992,/movies/?id=3ninjas.htm
0,45,Final Analysis,WB,"$28,590,665","1,599","$6,411,441","1,504",1992,/movies/?id=finalanalysis.htm
0,46,Stop! Or My Mom Will Shoot!,Uni.,"$28,411,210","1,958","$7,058,590","1,958",1992,/movies/?id=stopormymomwillshoot.htm
0,47,The Muppet Christmas Carol,BV,"$27,281,507","2,084","$5,010,109","2,075",1992,/movies/?id=muppetchristmascarol.htm
0,48,Howards End,SPC,"$25,966,555",547,"$52,568",1,1992,/movies/?id=howardsend.htm
0,49,Candyman,TriS,"$25,792,310","1,500","$5,404,320","1,251",1992,/movies/?id=candyman.htm
0,50,The Cutting Edge,MGM,"$25,105,517","1,121","$4,478,919",775,1992,/movies/?id=cuttingedge.htm
0,51,Ferngully: The Last Rainforest,Fox,"$24,650,296","1,663","$3,549,338","1,400",1992,/movies/?id=ferngullythelastrainforest.htm
0,52,Hoffa,Fox,"$24,276,506","1,103","$6,406,012","1,066",1992,/movies/?id=hoffa.htm
0,53,Leap of Faith,Par.,"$23,369,283","1,600","$3,222,768","1,554",1992,/movies/?id=leapoffaith.htm
0,54,Toys,Fox,"$23,278,931","1,294","$4,810,027","1,272",1992,/movies/?id=toys.htm
0,55,Thunderheart,TriS,"$22,660,758","1,101","$4,507,425","1,035",1992,/movies/?id=thunderheart.htm
0,56,Captain Ron,BV,"$22,518,097","1,533","$4,893,112","1,414",1992,/movies/?id=captainron.htm
0,57,The Player,NL,"$21,706,101",452,"$302,216",23,1992,/movies/?id=player.htm
0,58,Shining Through,Fox,"$21,633,781","1,433","$6,406,829","1,432",1992,/movies/?id=shiningthrough.htm
0,59,Consenting Adults,BV,"$21,591,728","1,538","$5,023,467","1,513",1992,/movies/?id=consentingadults.htm
0,60,Raising Cain,Uni.,"$21,370,057","1,698","$6,203,835","1,661",1992,/movies/?id=raisingcain.htm
0,61,Straight Talk,BV,"$21,202,099","1,477","$4,575,746","1,477",1992,/movies/?id=straighttalk.htm
0,62,Kuffs,Uni.,"$21,142,815","1,433","$5,651,055","1,411",1992,/movies/?id=kuffs.htm
0,63,Mr. Baseball,Uni.,"$20,883,046","1,866","$5,240,375","1,855",1992,/movies/?id=mrbaseball.htm
0,64,Juice,Par.,"$20,146,880","1,100","$8,085,915","1,089",1992,/movies/?id=juice.htm
0,65,Prelude to a Kiss,Fox,"$20,006,730","1,248","$5,273,395","1,247",1992,/movies/?id=preludetoakiss.htm
0,66,Hero,Col.,"$19,507,345","1,826","$5,210,875","1,826",1992,/movies/?id=hero.htm
0,67,Pinocchio (Re-issue) (1992),BV,"$18,863,559","1,936","$3,145,140","1,907",1992,/movies/?id=pinocchio92.htm
0,68,Singles,WB,"$18,471,850","1,330","$4,184,875","1,073",1992,/movies/?id=singles.htm
0,69,Used People,Fox,"$17,957,265",915,"$51,955",2,1992,/movies/?id=usedpeople.htm
0,70,The Babe,Uni.,"$17,530,973","1,568","$5,011,205","1,566",1992,/movies/?id=babe92.htm
0,71,Freejack,WB,"$17,129,026","1,560","$6,736,243","1,551",1992,/movies/?id=freejack.htm
0,72,Pet Sematary II,Par.,"$17,092,453","1,852","$4,825,100","1,852",1992,/movies/?id=petsematary2.htm
0,73,Deep Cover,NL,"$16,639,799",902,"$3,451,356",901,1992,/movies/?id=deepcover.htm
0,74,Buffy the Vampire Slayer,Fox,"$16,624,456","1,981","$4,515,541","1,959",1992,/movies/?id=buffythevampireslayer.htm
0,75,Pure Country,WB,"$15,164,458","1,103","$2,739,680",993,1992,/movies/?id=purecountry.htm
0,76,Ladybugs,Par.,"$14,796,494","1,528","$5,180,414","1,528",1992,/movies/?id=ladybugs.htm
0,77,School Ties,Par.,"$14,715,067",806,"$3,020,071",595,1992,/movies/?id=schoolties.htm
0,78,City of Joy,TriS,"$14,683,921",919,"$3,405,890",842,1992,/movies/?id=cityofjoy.htm
0,79,Memoirs of an Invisible Man,WB,"$14,358,033","1,753","$4,601,954","1,753",1992,/movies/?id=memoirsofaninvisibleman.htm
0,80,Rapid Fire,Fox,"$14,356,479","1,829","$4,815,850","1,828",1992,/movies/?id=rapidfire.htm
0,81,Cool World,Par.,"$14,110,589","1,600","$5,556,451","1,448",1992,/movies/?id=coolworld.htm
0,82,Mr. Saturday Night,Col.,"$13,351,357","1,687","$4,514,027","1,687",1992,/movies/?id=mrsaturdaynight.htm
0,83,The Great Mouse Detective (re-issue),BV,"$13,288,756","1,420","$4,126,855","1,408",1992,/movies/?id=greatmousedetective92.htm
0,84,Class Act,WB,"$13,272,113","1,148","$3,421,827","1,148",1992,/movies/?id=classact.htm
0,85,Trespass,Uni.,"$13,249,535","1,027","$5,012,910","1,022",1992,/movies/?id=trespass.htm
0,86,Enchanted April,Mira.,"$13,200,170",324,"$73,041",5,1992,/movies/?id=enchantedapril.htm
0,87,American Me,Uni.,"$13,086,430",830,"$3,378,100",830,1992,/movies/?id=americanme.htm
0,88,Hellraiser III: Hell on Earth,Mira.,"$12,534,961",898,"$3,208,009",862,1992,/movies/?id=hellraiser3.htm
0,89,A Stranger Among Us,BV,"$12,282,994",684,"$2,886,082",679,1992,/movies/?id=strangeramongus.htm
0,90,Rock-A-Doodle,Gold.,"$11,657,385","1,289","$2,603,286","1,278",1992,/movies/?id=rock-a-doodle.htm
0,91,Jennifer 8,Par.,"$11,390,479","1,002","$3,619,666",967,1992,/movies/?id=jennifereight.htm
0,92,Whispers in the Dark,Par.,"$11,124,511","1,188","$3,177,158","1,188",1992,/movies/?id=whispersinthedark.htm
0,93,Stay Tuned,WB,"$10,736,401","1,605","$3,532,540","1,605",1992,/movies/?id=staytuned.htm
0,94,Glengarry Glen Ross,NL,"$10,725,228",417,"$2,104,402",416,1992,/movies/?id=glengarryglenross.htm
0,95,Husbands and Wives,TriS,"$10,555,619",868,"$3,520,550",865,1992,/movies/?id=husbandsandwives.htm
0,96,Chaplin,TriS,"$9,493,259","1,080","$84,669",5,1992,/movies/?id=chaplin.htm
0,97,Gladiator (1992),Col.,"$9,223,441","1,356","$3,305,189","1,295",1992,/movies/?id=gladiator92.htm
0,98,White Sands,WB,"$9,011,574","1,276","$3,151,629","1,275",1992,/movies/?id=whitesands.htm
0,99,Once Upon a Crime,MGM,"$8,669,847","1,101","$3,249,740","1,101",1992,/movies/?id=onceuponacrime.htm
0,100,Bebe's Kids,Par.,"$8,442,162",646,"$3,010,987",646,1992,/movies/?id=bebeskids.htm
0,1,Jurassic Park,Uni.,"$357,067,947","2,566","$47,026,828","2,404",1993,/movies/?id=jurassicpark.htm
0,2,Mrs. Doubtfire,Fox,"$219,195,243","2,354","$20,468,847","1,605",1993,/movies/?id=mrsdoubtfire.htm
0,3,The Fugitive,WB,"$183,875,760","2,425","$23,758,855","2,340",1993,/movies/?id=fugitive.htm
0,4,The Firm,Par.,"$158,348,367","2,393","$25,400,000","2,393",1993,/movies/?id=firm.htm
0,5,Sleepless in Seattle,TriS,"$126,680,884","1,657","$17,253,733","1,579",1993,/movies/?id=sleeplessinseattle.htm
0,6,Indecent Proposal,Par.,"$106,614,059","1,922","$18,387,632","1,694",1993,/movies/?id=indecentproposal.htm
0,7,In the Line of Fire,Col.,"$102,314,823","2,129","$15,269,388","1,903",1993,/movies/?id=inthelineoffire.htm
0,8,The Pelican Brief,WB,"$100,768,056","2,022","$16,864,404","1,993",1993,/movies/?id=pelicanbrief.htm
0,9,Schindler's List,Uni.,"$96,065,768","1,389","$656,636",25,1993,/movies/?id=schindlerslist.htm
0,10,Cliffhanger,TriS,"$84,049,211","2,431","$16,176,967","2,333",1993,/movies/?id=cliffhanger.htm
0,11,Free Willy,WB,"$77,698,625","1,937","$7,868,829","1,476",1993,/movies/?id=freewilly.htm
0,12,Philadelphia,TriS,"$77,446,440","1,604","$143,433",4,1993,/movies/?id=philadelphia.htm
0,13,Groundhog Day,Col.,"$70,906,973","1,742","$12,517,672","1,640",1993,/movies/?id=groundhogday.htm
0,14,Grumpy Old Men,WB,"$70,172,621","1,725","$3,874,911","1,244",1993,/movies/?id=grumpyoldmen.htm
0,15,Cool Runnings,BV,"$68,856,263","1,832","$7,046,648","1,387",1993,/movies/?id=coolrunnings.htm
0,16,Dave,WB,"$63,270,710","1,916","$7,306,755","1,155",1993,/movies/?id=dave.htm
0,17,Rising Sun,Fox,"$63,179,523","1,722","$15,195,941","1,510",1993,/movies/?id=risingsun.htm
0,18,Demolition Man,WB,"$58,055,768","2,258","$14,262,432","2,246",1993,/movies/?id=demolitionman.htm
0,19,Sister Act 2: Back in the Habit,BV,"$57,319,029","2,178","$7,569,219","2,132",1993,/movies/?id=sisteract2.htm
0,20,Tombstone,BV,"$56,505,065","1,955","$6,454,752","1,504",1993,/movies/?id=tombstone.htm
0,21,The Three Musketeers (1993),BV,"$53,898,845","2,128","$10,621,992","2,069",1993,/movies/?id=threemusketeers.htm
0,22,Rookie of the Year,Fox,"$53,615,089","1,544","$9,122,714","1,460",1993,/movies/?id=rookieoftheyear.htm
0,23,Beethoven's 2nd,Uni.,"$53,443,066","2,048","$6,017,225","2,026",1993,/movies/?id=beethovens2nd.htm
0,24,Dennis the Menace,WB,"$51,270,765","2,085","$9,331,139","2,085",1993,/movies/?id=dennisthemenace.htm
0,25,Sommersby,WB,"$50,081,992","1,762","$8,104,624","1,432",1993,/movies/?id=sommersby.htm
0,26,Last Action Hero,Col.,"$50,016,394","2,339","$15,338,241","2,306",1993,/movies/?id=lastactionhero.htm
0,27,Tim Burton's The Nightmare Before Christmas,BV,"$50,003,043","1,671","$191,232",2,1993,/movies/?id=nightmarebeforechristmas.htm
0,28,Addams Family Values,Par.,"$48,919,043","2,577","$14,117,545","2,577",1993,/movies/?id=addamsfamilyvalues.htm
0,29,Wayne's World 2,Par.,"$48,197,805","2,400","$13,516,699","2,400",1993,/movies/?id=waynesworld2.htm
0,30,Malice,Col.,"$46,405,336","1,519","$9,232,650","1,431",1993,/movies/?id=malice.htm
0,31,Made in America,WB,"$44,942,695","2,048","$11,821,326","2,048",1993,/movies/?id=madeinamerica.htm
0,32,The Good Son,Fox,"$44,789,789","1,902","$12,520,305","1,847",1993,/movies/?id=goodson.htm
0,33,The Beverly Hillbillies,Fox,"$44,029,386","2,162","$9,525,375","2,152",1993,/movies/?id=beverlyhillbillies.htm
0,34,Teenage Mutant Ninja Turtles III,NL,"$42,273,609","2,087","$12,419,597","2,087",1993,/movies/?id=tmnt3.htm
0,35,Homeward Bound: The Incredible Journey,BV,"$41,833,324","1,798","$60,672",2,1993,/movies/?id=homewardbound.htm
0,36,Snow White and the Seven Dwarfs (Re-issue) (1993),BV,"$41,634,471","1,831","$9,018,121","1,814",1993,/movies/?id=snowwhite93.htm
0,37,Falling Down,WB,"$40,903,593","1,827","$8,724,452","1,220",1993,/movies/?id=fallingdown.htm
0,38,The Piano,Mira.,"$40,157,856",671,"$151,419",4,1993,/movies/?id=piano.htm
0,39,Hocus Pocus,BV,"$39,514,713","1,472","$8,125,471","1,430",1993,/movies/?id=hocuspocus.htm
0,40,What's Love Got to Do with It,BV,"$39,100,956","1,100","$1,222,718",58,1993,/movies/?id=whatslovegottodowithit.htm
0,41,Hot Shots! Part Deux,Fox,"$38,922,972","2,140","$10,250,661","2,122",1993,/movies/?id=hotshots2.htm
0,42,Carlito's Way,Uni.,"$36,948,322","1,634","$9,116,675","1,615",1993,/movies/?id=carlitosway.htm
0,43,Alive,BV,"$36,733,909","1,337","$8,624,292","1,132",1993,/movies/?id=alive.htm
0,44,Son-in-Law,BV,"$36,448,400","1,406","$7,033,310","1,389",1993,/movies/?id=son-in-law.htm
0,45,Sliver,Par.,"$36,300,000","2,093","$12,138,283","2,093",1993,/movies/?id=sliver.htm
0,46,Robin Hood: Men in Tights,Fox,"$35,739,755","1,407","$6,841,830","1,263",1993,/movies/?id=robinhoodmenintights.htm
0,47,Dragon: The Bruce Lee Story,Uni.,"$35,113,743","1,985","$10,019,970","1,887",1993,/movies/?id=dragonthebruceleestory.htm
0,48,The Joy Luck Club,BV,"$32,901,136",600,"$159,009",3,1993,/movies/?id=joyluckclub.htm
0,49,Hard Target,Uni.,"$32,589,677","1,999","$10,106,500","1,972",1993,/movies/?id=hardtarget.htm
0,50,The Sandlot,Fox,"$32,434,006","1,775","$4,918,712","1,772",1993,/movies/?id=sandlot.htm
0,51,The Age of Innocence,Col.,"$32,255,440",839,"$2,317,289",83,1993,/movies/?id=ageofinnocence.htm
0,52,Cop and a Half,Uni.,"$31,889,691","1,793","$6,027,285","1,603",1993,/movies/?id=copandahalf.htm
0,53,The Secret Garden,WB,"$31,181,347","1,332","$4,625,583","1,319",1993,/movies/?id=secretgarden.htm
0,54,A Perfect World,WB,"$31,130,999","1,964","$8,075,582","1,964",1993,/movies/?id=perfectworld.htm
0,55,Point of No Return,WB,"$30,038,362","1,659","$7,160,389","1,545",1993,/movies/?id=pointofnoreturn.htm
0,56,Loaded Weapon 1,NL,"$27,979,399","2,015","$9,202,722","1,989",1993,/movies/?id=loadedweapon1.htm
0,57,Menace II Society,NL,"$27,912,072",581,"$3,816,393",464,1993,/movies/?id=menaceiisociety.htm
0,58,My Life,Col.,"$27,804,899","1,290","$5,536,098",800,1993,/movies/?id=mylife.htm
0,59,Poetic Justice,Col.,"$27,515,786","1,285","$11,728,455","1,273",1993,/movies/?id=poeticjustice.htm
0,60,Shadowlands,Sav.,"$25,842,377","1,023","$81,082",3,1993,/movies/?id=shadowlands.htm
0,61,In the Name of the Father,Uni.,"$25,096,862",688,"$109,805",4,1993,/movies/?id=inthenameofthefather.htm
0,62,The Man Without a Face,WB,"$24,760,338","1,332","$4,026,775",865,1993,/movies/?id=manwithoutaface.htm
0,63,Striking Distance,Col.,"$24,107,867","1,917","$8,705,808","1,889",1993,/movies/?id=strikingdistance.htm
0,64,The Adventures of Huck Finn,BV,"$24,103,594","1,803","$5,033,029","1,786",1993,/movies/?id=adventuresofhuckfinn.htm
0,65,Benny and Joon,MGM,"$23,261,580","1,314","$3,285,063",408,1993,/movies/?id=bennyandjoon.htm
0,66,The Remains of the Day,Col.,"$23,237,911",517,"$1,528,982",94,1993,/movies/?id=remainsoftheday.htm
0,67,The Program,BV,"$23,032,565","1,661","$6,821,931","1,653",1993,/movies/?id=program.htm
0,68,Guilty as Sin,BV,"$22,866,222","1,427","$5,713,708","1,132",1993,/movies/?id=guiltyassin.htm
0,69,Rudy,TriS,"$22,750,363","1,465","$881,191",117,1993,/movies/?id=rudy.htm
0,70,Much Ado About Nothing,Gold.,"$22,549,338",204,"$108,617",3,1993,/movies/?id=muchadoaboutnothing.htm
0,71,Nowhere to Run,Col.,"$22,189,039","1,776","$8,203,255","1,745",1993,/movies/?id=nowheretorun.htm
0,72,Like Water for Chocolate,Mira.,"$21,665,468",64,"$23,600",2,1993,/movies/?id=likewaterforchocolate.htm
0,73,Coneheads,Par.,"$21,274,717","1,978","$7,100,501","1,978",1993,/movies/?id=coneheads.htm
0,74,Super Mario Bros.,BV,"$20,915,465","2,081","$8,532,623","2,081",1993,/movies/?id=supermariobros.htm
0,75,Another Stakeout,BV,"$20,208,496","1,477","$5,418,316","1,185",1993,/movies/?id=anotherstakeout.htm
0,76,Fire in the Sky,Par.,"$19,885,552","1,435","$6,116,484","1,422",1993,/movies/?id=fireinthesky.htm
0,77,Sniper,TriS,"$18,994,653","1,553","$5,715,435","1,551",1993,/movies/?id=sniper.htm
0,78,Untamed Heart,MGM,"$18,898,806","1,123","$4,125,556","1,123",1993,/movies/?id=untamedheart.htm
0,79,Geronimo: An American Legend,Col.,"$18,635,620","1,636","$4,018,452","1,605",1993,/movies/?id=geronimoanamericanlegend.htm
0,80,Posse,Gram.,"$18,289,763",949,"$5,311,902",949,1993,/movies/?id=posse.htm
0,81,CB4,Uni.,"$17,953,778","1,226","$6,122,450","1,204",1993,/movies/?id=cb4.htm
0,82,Born Yesterday,BV,"$17,952,857","1,301","$5,911,343","1,297",1993,/movies/?id=bornyesterday.htm
0,83,A Bronx Tale,Sav.,"$17,287,898","1,082","$3,716,456","1,077",1993,/movies/?id=bronxtale.htm
0,84,Sidekicks,Triu,"$17,180,393","1,270","$250,003",63,1993,/movies/?id=sidekicks.htm
0,85,Heart and Souls,Uni.,"$16,589,540","1,301","$4,322,250","1,275",1993,/movies/?id=heartandsouls.htm
0,86,Jason Goes to Hell: The Final Friday,NL,"$15,935,068","1,355","$7,552,190","1,355",1993,/movies/?id=jasongoestohell.htm
0,87,Needful Things,Col.,"$15,185,672","1,986","$5,202,478","1,963",1993,/movies/?id=needfulthings.htm
0,88,Indian Summer,BV,"$14,904,910","1,401","$3,368,711","1,047",1993,/movies/?id=indiansummer.htm
0,89,The Vanishing,Fox,"$14,543,394","1,658","$5,009,928","1,656",1993,/movies/?id=vanishing.htm
0,90,The Crush,WB,"$13,609,396","1,759","$5,024,976","1,759",1993,/movies/?id=crushthe.htm
0,91,Body of Evidence,MGM,"$13,273,595","2,050","$7,365,429","2,050",1993,/movies/?id=bodyofevidence.htm
0,92,Man's Best Friend,NL,"$12,974,636","1,230","$3,861,079","1,220",1993,/movies/?id=mansbestfriend.htm
0,93,A Far Off Place,BV,"$12,890,752","1,622","$3,522,836","1,610",1993,/movies/?id=faroffplace.htm
0,94,Weekend at Bernie's II,TriS,"$12,741,891","1,358","$4,004,668","1,334",1993,/movies/?id=weekendatbernies2.htm
0,95,Judgment Night,Uni.,"$12,526,677","1,545","$4,088,955","1,543",1993,/movies/?id=judgmentnight.htm
0,96,Life with Mikey,BV,"$12,440,858","1,719","$3,606,279","1,366",1993,/movies/?id=lifewithmikey.htm
0,97,Undercover Blues,MGM,"$12,324,660","1,598","$4,379,488","1,596",1993,/movies/?id=undercoverblues.htm
0,98,True Romance,WB,"$12,281,551","1,254","$4,023,420","1,254",1993,/movies/?id=trueromance.htm
0,99,Strictly Ballroom,Mira.,"$11,738,022",401,"$145,977",9,1993,/movies/?id=strictlyballroom.htm
0,100,So I Married an Axe Murderer,TriS,"$11,585,483","1,355","$3,466,930","1,349",1993,/movies/?id=soimarriedanaxemurderer.htm
0,1,Forrest Gump,Par.,"$329,694,499","2,365","$24,450,602","1,595",1994,/movies/?id=forrestgump.htm
0,2,The Lion King,BV,"$312,855,561","2,624","$1,586,753",2,1994,/movies/?id=lionking.htm
0,3,True Lies,Fox,"$146,282,411","2,561","$25,869,770","2,368",1994,/movies/?id=truelies.htm
0,4,The Santa Clause,BV,"$144,833,357","2,388","$19,321,992","2,183",1994,/movies/?id=santaclause.htm
0,5,The Flintstones,Uni.,"$130,531,208","2,594","$29,688,730","2,498",1994,/movies/?id=flintstones.htm
0,6,Dumb and Dumber,NL,"$127,175,374","2,565","$16,363,442","2,447",1994,/movies/?id=dumbanddumber.htm
0,7,Clear and Present Danger,Par.,"$122,187,717","2,433","$20,348,017","2,378",1994,/movies/?id=clearandpresentdanger.htm
0,8,Speed,Fox,"$121,248,145","2,169","$14,456,194","2,138",1994,/movies/?id=speed.htm
0,9,The Mask,NL,"$119,938,730","2,516","$23,117,068","2,360",1994,/movies/?id=mask.htm
0,10,Pulp Fiction,Mira.,"$107,928,762","1,494","$9,311,882","1,338",1994,/movies/?id=pulpfiction.htm
0,11,Interview with the Vampire,WB,"$105,264,608","2,604","$36,389,705","2,604",1994,/movies/?id=interviewwiththevampire.htm
0,12,Maverick,WB,"$101,631,272","2,537","$17,248,545","2,537",1994,/movies/?id=maverick.htm
0,13,The Client,WB,"$92,115,211","2,365","$17,174,262","2,052",1994,/movies/?id=client.htm
0,14,Disclosure,WB,"$83,015,089","2,168","$10,068,126","1,675",1994,/movies/?id=disclosure.htm
0,15,Star Trek: Generations,Par.,"$75,671,125","2,681","$23,116,394","2,659",1994,/movies/?id=startrek7.htm
0,16,Ace Ventura: Pet Detective,WB,"$72,217,396","1,963","$12,115,105","1,750",1994,/movies/?id=aceventura.htm
0,17,Stargate,MGM,"$71,567,262","2,033","$16,651,018","2,033",1994,/movies/?id=stargate.htm
0,18,Legends of the Fall,Sony,"$66,638,883","2,038","$101,670",6,1994,/movies/?id=legendsofthefall.htm
0,19,Wolf,Col.,"$65,002,597","2,117","$17,911,366","2,117",1994,/movies/?id=wolf.htm
0,20,The Specialist,WB,"$57,362,582","2,522","$14,317,765","2,522",1994,/movies/?id=specialist.htm
0,21,Four Weddings and a Funeral,Gram.,"$52,700,832","1,069","$138,486",5,1994,/movies/?id=fourweddingsandafuneral.htm
0,22,The Little Rascals,Uni.,"$52,125,282","1,927","$10,028,065","1,726",1994,/movies/?id=littlerascals.htm
0,23,The Naked Gun 33 1/3: The Final Insult,Par.,"$51,132,598","2,383","$13,216,531","2,361",1994,/movies/?id=nakedgun3.htm
0,24,The Crow,Mira.,"$50,693,129","2,119","$11,774,332","1,573",1994,/movies/?id=crow.htm
0,25,Natural Born Killers,WB,"$50,282,766","1,904","$11,166,687","1,510",1994,/movies/?id=naturalbornkillers.htm
0,26,Angels in the Outfield (1994),BV,"$50,236,831","1,921","$8,916,463","1,894",1994,/movies/?id=angelsintheoutfield.htm
0,27,Little Women (1994),Sony,"$50,083,616","1,579","$2,411,247","1,503",1994,/movies/?id=littlewomen.htm
0,28,When a Man Loves a Woman,BV,"$50,021,959","1,511","$651,700",19,1994,/movies/?id=whenamanlovesawoman.htm
0,29,The River Wild,Uni.,"$46,816,343","2,153","$10,214,450","2,074",1994,/movies/?id=riverwild.htm
0,30,D2: The Mighty Ducks,BV,"$45,610,410","2,223","$10,356,748","2,182",1994,/movies/?id=d2.htm
0,31,Timecop,Uni.,"$44,853,581","2,274","$12,064,625","2,228",1994,/movies/?id=timecop.htm
0,32,City Slickers II: The Legend of Curly's Gold,Col.,"$43,622,150","2,243","$11,516,375","2,243",1994,/movies/?id=cityslickers2.htm
0,33,The Jungle Book (1994),BV,"$43,229,904","2,012","$5,129,959","1,880",1994,/movies/?id=junglebook94.htm
0,34,Beverly Hills Cop III,Par.,"$42,614,912","2,748","$12,426,169","2,748",1994,/movies/?id=beverlyhillscop3.htm
0,35,Nobody's Fool,Par.,"$39,491,975","1,107","$92,838",6,1994,/movies/?id=nobodysfool.htm
0,36,The Paper,Uni.,"$38,824,341","1,577","$175,507",5,1994,/movies/?id=paper.htm
0,37,On Deadly Ground,WB,"$38,590,458","2,010","$12,679,573","2,010",1994,/movies/?id=ondeadlyground.htm
0,38,Richie Rich,WB,"$38,087,756","1,761","$5,830,302","1,748",1994,/movies/?id=richierich.htm
0,39,It Could Happen to You,TriS,"$37,939,757","1,544","$8,112,822","1,506",1994,/movies/?id=itcouldhappentoyou.htm
0,40,Junior,Uni.,"$36,763,355","1,896","$9,803,145","1,749",1994,/movies/?id=junior.htm
0,41,Nell,Fox,"$33,683,817","1,236","$62,663",2,1994,/movies/?id=nell.htm
0,42,Street Fighter,Uni.,"$33,423,521","1,738","$6,859,495","1,671",1994,/movies/?id=streetfighter.htm
0,43,The Shadow,Uni.,"$32,063,435","1,769","$11,713,845","1,677",1994,/movies/?id=shadow.htm
0,44,I Love Trouble,BV,"$30,806,194","1,746","$7,827,002","1,711",1994,/movies/?id=ilovetrouble.htm
0,45,Major League II,WB,"$30,626,182","2,167","$7,040,777","2,167",1994,/movies/?id=majorleague2.htm
0,46,Blank Check,BV,"$30,577,969","1,732","$5,411,897","1,698",1994,/movies/?id=blankcheck.htm
